MaSP,TenSP,DanhMuc,Gia,SoLuongTon,HinhAnh,MoTa,TrangThai,KichThuoc,ChatLieu,MauSac,BaoHanh,XuatXu,MoTaChiTiet
SP148,Quầy bar mini Retro hoài cổ SP148,Phòng bếp,20150000,49,https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Quầy bar mini chất liệu mặt đá ceramic mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,170cm x 99cm x 202cm,Mặt đá Ceramic,Trắng kem tối giản,12 tháng,iDECOR Việt Nam,"Sản phẩm Quầy bar mini Retro hoài cổ SP148 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP149,Kệ góc phòng tắm sang trọng SP149,Phòng tắm,2000000,17,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1532372320572-cda25653a26d?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Kệ góc phòng tắm chất liệu inox 304 xước mờ mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,50cm x 65cm x 81cm,Inox 304 xước mờ,Trắng kem tối giản,24 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ góc phòng tắm sang trọng SP149 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP150,Giá treo khăn inox Scandinavian SP150,Phòng tắm,9710000,56,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80,Giá treo khăn inox chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,93cm x 96cm x 155cm,Phôi gương Bỉ cao cấp,Vàng sồi tự nhiên,36 tháng,iDECOR Việt Nam,"Sản phẩm Giá treo khăn inox Scandinavian SP150 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP151,Thảm chống trượt sang trọng SP151,Phòng tắm,14910000,45,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80,Thảm chống trượt chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,126cm x 64cm x 46cm,Phôi gương Bỉ cao cấp,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Thảm chống trượt sang trọng SP151 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP152,Đèn thả bàn ăn tối giản SP152,Phòng bếp,14940000,11,https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1532372320572-cda25653a26d?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80,Đèn thả bàn ăn chất liệu chân sắt sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,71cm x 53cm x 160cm,Chân sắt sơn tĩnh điện,Vàng sồi tự nhiên,12 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Đèn thả bàn ăn tối giản SP152 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP153,Kệ góc phòng tắm thông minh cao cấp SP153,Phòng tắm,15820000,43,https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Kệ góc phòng tắm chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,140cm x 69cm x 209cm,Nhựa đặc PVC chịu nước tuyệt đối,Nâu hạt dẻ ấm áp,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ góc phòng tắm thông minh cao cấp SP153 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP154,Đèn sàn trang trí hiện đại SP154,Phòng khách,12990000,25,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80,Đèn sàn trang trí chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,61cm x 41cm x 211cm,Vải nỉ Hàn Quốc,Ghi xám thanh lịch,36 tháng,iDECOR Việt Nam,"Sản phẩm Đèn sàn trang trí hiện đại SP154 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP155,Ghế bar chân cao sang trọng SP155,Phòng bếp,1730000,35,https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80,Ghế bar chân cao chất liệu inox 304 mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,175cm x 47cm x 161cm,Inox 304,Vàng sồi tự nhiên,36 tháng,iDECOR Việt Nam,"Sản phẩm Ghế bar chân cao sang trọng SP155 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP156,Rèm bồn tắm Retro hoài cổ SP156,Phòng tắm,13860000,7,https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80,Rèm bồn tắm chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,117cm x 80cm x 203cm,Nhựa đặc PVC chịu nước tuyệt đối,Trắng kem tối giản,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Rèm bồn tắm Retro hoài cổ SP156 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP157,Thùng rác thông minh tối giản SP157,Phòng bếp,11940000,47,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80|https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80,Thùng rác thông minh chất liệu gỗ mdf phủ acrylic bóng gương mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,84cm x 89cm x 214cm,Gỗ MDF phủ Acrylic bóng gương,Vàng sồi tự nhiên,36 tháng,iDECOR Việt Nam,"Sản phẩm Thùng rác thông minh tối giản SP157 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP158,Tranh treo tường Japandi Retro hoài cổ SP158,Phòng khách,12000000,39,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Tranh treo tường Japandi chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,166cm x 74cm x 207cm,Gỗ MDF chống ẩm An Cường,Xanh mint pastel,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Tranh treo tường Japandi Retro hoài cổ SP158 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP159,Kệ tivi gỗ phong cách Japandi SP159,Phòng khách,7140000,50,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80|https://images.unsplash.com/photo-1594758066227-d021c5b8b9ec?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80,Kệ tivi gỗ chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,207cm x 90cm x 209cm,Vải nỉ Hàn Quốc,Vàng sồi tự nhiên,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ tivi gỗ phong cách Japandi SP159 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP160,Kệ để đồ sau bồn cầu thông minh cao cấp SP160,Phòng tắm,21860000,35,https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80,Kệ để đồ sau bồn cầu chất liệu nhựa đặc pvc chịu nước tuyệt đối mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,231cm x 88cm x 155cm,Nhựa đặc PVC chịu nước tuyệt đối,Xám đậm hiện đại,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ để đồ sau bồn cầu thông minh cao cấp SP160 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP161,Tủ bếp dưới hiện đại SP161,Phòng bếp,5370000,47,https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80,Tủ bếp dưới chất liệu chân sắt sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,70cm x 81cm x 49cm,Chân sắt sơn tĩnh điện,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Tủ bếp dưới hiện đại SP161 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP162,Tủ bếp dưới Retro hoài cổ SP162,Phòng bếp,12210000,13,https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=600&q=80|https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1618221195710-dd6b41faaea6?w=600&q=80,Tủ bếp dưới chất liệu mặt đá ceramic mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,138cm x 76cm x 81cm,Mặt đá Ceramic,Vàng sồi tự nhiên,12 tháng,iDECOR Việt Nam,"Sản phẩm Tủ bếp dưới Retro hoài cổ SP162 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP163,Thảm trải sàn hiện đại SP163,Phòng khách,23850000,11,https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1588854337236-6889d631faa8?w=600&q=80|https://images.unsplash.com/photo-1567538096630-e0c55bd6374c?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80,Thảm trải sàn chất liệu khung thép sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,123cm x 44cm x 98cm,Khung thép sơn tĩnh điện,Trắng kem tối giản,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Thảm trải sàn hiện đại SP163 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP164,Thảm trải sàn hiện đại SP164,Phòng khách,24010000,19,https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80,Thảm trải sàn chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,192cm x 45cm x 191cm,Vải nỉ Hàn Quốc,Xanh mint pastel,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Thảm trải sàn hiện đại SP164 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP165,Ghế bar chân cao hiện đại SP165,Phòng bếp,24080000,30,https://images.unsplash.com/photo-1540518614846-7eded433c457?w=600&q=80|https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80,Ghế bar chân cao chất liệu gỗ mdf phủ acrylic bóng gương mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,40cm x 66cm x 211cm,Gỗ MDF phủ Acrylic bóng gương,Ghi xám thanh lịch,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Ghế bar chân cao hiện đại SP165 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP166,Tủ giày thông minh hiện đại SP166,Phòng khách,7190000,40,https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80,Tủ giày thông minh chất liệu gỗ mdf chống ẩm an cường mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,47cm x 54cm x 170cm,Gỗ MDF chống ẩm An Cường,Ghi xám thanh lịch,24 tháng,iDECOR Việt Nam,"Sản phẩm Tủ giày thông minh hiện đại SP166 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP167,Tab đầu giường hiện đại SP167,Phòng ngủ,10540000,38,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?w=600&q=80|https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1558882224-cca166733360?w=600&q=80,Tab đầu giường chất liệu cốt gỗ xanh chống ẩm mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,56cm x 55cm x 169cm,Cốt gỗ xanh chống ẩm,Xám đậm hiện đại,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Tab đầu giường hiện đại SP167 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP168,Kệ sách đứng hiện đại SP168,Phòng khách,10280000,29,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1616486338812-3dadae4b4ace?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Kệ sách đứng chất liệu gỗ sồi tự nhiên mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,66cm x 82cm x 98cm,Gỗ Sồi tự nhiên,Vàng sồi tự nhiên,24 tháng,iDECOR Việt Nam,"Sản phẩm Kệ sách đứng hiện đại SP168 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP169,Kệ góc phòng tắm phong cách Japandi SP169,Phòng tắm,23950000,20,https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1507473885765-e6ed057f782c?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80,Kệ góc phòng tắm chất liệu phôi gương bỉ cao cấp mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,109cm x 61cm x 107cm,Phôi gương Bỉ cao cấp,Ghi xám thanh lịch,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ góc phòng tắm phong cách Japandi SP169 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP170,Kệ gia vị thông minh tối giản SP170,Phòng bếp,18990000,13,https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1620626011761-996317b8d101?w=600&q=80|https://images.unsplash.com/photo-1505693416388-ac5ce068fe85?w=600&q=80,Kệ gia vị thông minh chất liệu chân sắt sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,70cm x 69cm x 151cm,Chân sắt sơn tĩnh điện,Nâu hạt dẻ ấm áp,12 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Kệ gia vị thông minh tối giản SP170 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP171,Đèn sàn trang trí hiện đại SP171,Phòng khách,12600000,50,https://images.unsplash.com/photo-1595428774223-ef52624120d2?w=600&q=80|https://images.unsplash.com/photo-1563861826100-9cb868fdbe1c?w=600&q=80|https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&q=80|https://images.unsplash.com/photo-1533090161767-e6ffed986c88?w=600&q=80,Đèn sàn trang trí chất liệu khung thép sơn tĩnh điện mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,160cm x 98cm x 62cm,Khung thép sơn tĩnh điện,Xám đậm hiện đại,36 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Đèn sàn trang trí hiện đại SP171 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP172,Ghế armchair Scandinavian SP172,Phòng khách,10690000,11,https://images.unsplash.com/photo-1583847268964-b28dc8f51f92?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1556912173-3bb406ef7e77?w=600&q=80,Ghế armchair chất liệu gỗ sồi tự nhiên mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,169cm x 94cm x 161cm,Gỗ Sồi tự nhiên,Xanh mint pastel,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Ghế armchair Scandinavian SP172 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP173,Đèn thả bàn ăn sang trọng SP173,Phòng bếp,21560000,7,https://images.unsplash.com/photo-1578500494198-246f612d3b3d?w=600&q=80|https://images.unsplash.com/photo-1563245372-f21724e3856d?w=600&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=600&q=80|https://images.unsplash.com/photo-1517256064527-09c53b2d0c6b?w=600&q=80,Đèn thả bàn ăn chất liệu mặt đá ceramic mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,54cm x 66cm x 67cm,Mặt đá Ceramic,Xanh mint pastel,36 tháng,Nhập khẩu nguyên kiện,"Sản phẩm Đèn thả bàn ăn sang trọng SP173 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP174,Bàn trà gỗ Sồi Retro hoài cổ SP174,Phòng khách,21910000,11,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=600&q=80|https://images.unsplash.com/photo-1513506003901-1e6a229e2d15?w=600&q=80|https://images.unsplash.com/photo-1593011403061-0b5c16503c20?w=600&q=80|https://images.unsplash.com/photo-1615066390971-03e4e1c36ddf?w=600&q=80,Bàn trà gỗ Sồi chất liệu vải nỉ hàn quốc mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,120cm x 56cm x 156cm,Vải nỉ Hàn Quốc,Xanh mint pastel,24 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Bàn trà gỗ Sồi Retro hoài cổ SP174 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
SP175,Kệ gia vị thông minh tối giản SP175,Phòng bếp,7240000,33,https://images.unsplash.com/photo-1556911220-e15b29be8c8f?w=600&q=80|https://images.unsplash.com/photo-1542728928-1413d1894ed1?w=600&q=80|https://images.unsplash.com/photo-1603006905003-be475563bc59?w=600&q=80|https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=600&q=80,Kệ gia vị thông minh chất liệu mặt đá ceramic mang lại vẻ đẹp tinh tế cho không gian ngôi nhà bạn.,Con hang,193cm x 85cm x 131cm,Mặt đá Ceramic,Nâu hạt dẻ ấm áp,12 tháng,iDECOR Thiết kế & Thi công,"Sản phẩm Kệ gia vị thông minh tối giản SP175 được sản xuất dựa trên tiêu chuẩn xuất khẩu nghiêm ngặt. Thiết kế đón đầu xu hướng nội thất thế giới, ưu tiên tính công năng và giải phóng diện tích. Bề mặt sản phẩm được xử lý tỉ mỉ, chống trầy xước và thích ứng tốt với độ ẩm cao."
